Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children_In_Home,Campaign_Accepted,Education_Encoded,Marital_Status_Encoded,Customer_Since,Labels
1950,PhD,With_Partner,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,76,265,12,1,0,3,2,4459,0
1962,Graduation,Alone,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,64,1065,19,1,0,1,0,5008,0
1951,Master,With_Partner,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,75,11,4,2,0,2,2,4732,0
1979,Graduation,Alone,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,47,21,4,1,0,1,0,4796,0
1970,Graduation,With_Partner,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,17,4,2,0,1,2,5006,0
1974,Graduation,With_Partner,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,52,369,16,1,0,1,2,5092,0
1968,PhD,With_Partner,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,58,38,6,2,0,3,2,4590,0
1978,Basic,Alone,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,48,177,11,1,0,0,0,4726,0
1970,PhD,With_Partner,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,56,279,12,1,0,3,2,4769,0
1981,Master,With_Partner,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,62,7,1,0,2,2,4707,0
1977,PhD,With_Partner,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,49,1230,21,1,3,3,2,4951,0
1968,Graduation,With_Partner,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,58,182,11,2,0,1,2,4526,0
1970,Graduation,With_Partner,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,56,49,10,2,0,1,2,4747,0
1966,PhD,With_Partner,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,60,75,8,2,0,3,2,4723,0
1956,Master,With_Partner,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,70,227,16,2,0,2,2,4792,0
1974,PhD,With_Partner,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,52,215,15,2,1,3,2,5033,0
1967,Basic,With_Partner,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,59,47,5,2,0,0,2,4689,0
1951,Master,With_Partner,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,75,143,7,0,0,2,2,4877,0
1983,Graduation,With_Partner,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,55,7,1,0,1,2,4524,0
1971,Basic,With_Partner,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,55,63,11,2,0,0,2,4509,0
1955,Graduation,Alone,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,71,1867,22,0,3,1,0,5081,0
1961,Master,With_Partner,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,65,611,20,1,0,2,2,4725,0
1955,Graduation,With_Partner,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,71,473,18,1,1,1,2,4480,0
1959,Graduation,With_Partner,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,67,55,6,0,0,1,2,4750,0
1984,PhD,Alone,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,42,81,7,1,0,3,0,5062,1
1975,Master,With_Partner,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,51,2086,21,0,2,2,2,5001,0
1965,Master,Alone,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,61,1478,20,0,0,2,0,4668,0
1977,Graduation,With_Partner,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,49,49,5,1,0,1,2,4587,0
1972,PhD,With_Partner,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,54,382,15,0,0,3,2,4728,0
1975,Master,With_Partner,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,51,69,9,1,0,2,2,4720,0
1969,Graduation,Alone,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,57,67,6,1,0,1,0,5048,0
1969,Master,With_Partner,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,57,30,6,2,0,2,2,4690,0
1978,Basic,With_Partner,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,48,63,9,1,0,0,2,4827,0
1981,Graduation,With_Partner,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,45,79,10,1,0,1,2,5118,0
1961,Graduation,Alone,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,65,42,5,1,0,1,0,4930,0
1960,Graduation,With_Partner,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,66,819,23,1,0,1,2,5104,0
1955,Graduation,Alone,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,71,1151,17,0,0,1,0,4722,0
1948,PhD,With_Partner,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,78,594,20,2,0,3,2,5004,0
1966,Master,With_Partner,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,60,129,11,2,0,2,2,4956,0
1986,Master,Alone,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,40,213,12,1,0,2,0,4984,0
1956,Graduation,Alone,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,70,28,5,3,0,1,0,4912,0
1975,Basic,With_Partner,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,51,45,6,1,0,0,2,5048,0
1965,Graduation,With_Partner,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,61,1193,18,0,1,1,2,4490,0
1969,Master,Alone,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,57,268,12,0,0,2,0,4751,0
1944,Master,Alone,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,82,266,12,0,0,2,0,4783,0
1973,Basic,With_Partner,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,37,5,1,0,0,2,5002,0
1969,PhD,Alone,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,57,882,25,0,0,3,0,5034,0
1974,Graduation,With_Partner,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,52,373,18,2,0,1,2,4775,0
1965,Master,Alone,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,61,35,6,3,0,2,0,4856,0
1976,PhD,With_Partner,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,50,107,1,2,0,3,2,4828,0
1978,Graduation,Alone,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48,42,5,2,0,1,0,4905,0
1960,Master,With_Partner,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,66,326,17,1,0,2,2,5118,0
1961,PhD,With_Partner,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,65,404,17,1,0,3,2,4790,0
1971,Graduation,Alone,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,55,95,6,0,0,1,0,4787,0
1949,Graduation,Alone,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,77,939,14,0,2,1,0,4548,0
1978,Basic,Alone,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,33,5,1,0,0,0,4620,0
1955,Basic,With_Partner,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,71,981,21,0,1,0,2,4828,0
1976,Graduation,With_Partner,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,50,36,7,1,0,1,2,4962,0
1975,Graduation,Alone,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,51,1237,20,1,0,1,0,4828,0
1960,Graduation,With_Partner,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,66,1825,34,1,0,1,2,5083,0
1977,PhD,Alone,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,49,103,9,2,0,3,0,5098,0
1977,Graduation,Alone,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,49,191,12,1,0,1,0,4995,0
1970,PhD,With_Partner,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,56,1586,25,1,0,3,2,4659,0
1958,PhD,With_Partner,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,68,963,14,0,0,3,2,4453,0
1960,Basic,Alone,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,66,93,7,0,1,0,0,4571,0
1973,Graduation,Alone,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,53,1587,21,0,0,1,0,4874,0
1962,Graduation,Alone,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,64,16,4,3,0,1,0,4548,0
1952,Graduation,Alone,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,74,1375,32,0,0,1,0,4827,0
1962,Graduation,With_Partner,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,64,393,14,1,0,1,2,4974,0
1950,Master,Alone,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,76,1477,26,1,0,2,0,5076,0
1971,Graduation,With_Partner,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,55,1179,18,1,1,1,2,4672,0
1948,PhD,With_Partner,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,78,1348,21,0,0,3,2,4484,0
1959,PhD,Alone,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,67,1307,23,1,0,3,0,4983,0
1964,Graduation,Alone,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,62,486,15,1,1,1,0,4855,0
1947,Master,With_Partner,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,79,2252,13,0,2,2,2,4913,0
1971,PhD,With_Partner,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,55,235,17,2,0,3,2,4752,0
1970,Graduation,With_Partner,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,56,1724,30,0,2,1,2,4961,0
1970,Master,Alone,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,56,235,11,1,0,2,0,4635,0
1977,Master,With_Partner,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,49,1092,28,1,0,2,2,4474,0
1958,Graduation,With_Partner,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,68,599,17,1,0,1,2,4723,0
1960,Master,Alone,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,66,2008,19,0,1,2,0,4569,0
1985,Graduation,With_Partner,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,41,48,6,1,0,1,2,5108,0
1974,Graduation,With_Partner,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,52,1174,32,1,0,1,2,5123,0
1950,PhD,With_Partner,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,76,67,7,1,0,3,2,4514,0
1955,Graduation,Alone,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,71,365,15,1,0,1,0,5132,0
1975,Graduation,Alone,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,51,6,0,0,0,1,0,4579,0
1953,Graduation,With_Partner,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,73,165,10,1,0,1,2,4613,0
1947,PhD,With_Partner,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,79,1095,26,1,0,3,2,4739,0
1966,PhD,Alone,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,60,223,12,3,1,3,0,4688,0
1963,Graduation,With_Partner,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,63,597,22,1,0,1,2,5006,0
1975,Graduation,Alone,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,51,1064,24,1,0,1,0,4623,0
1980,Basic,With_Partner,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,46,74,6,0,0,0,2,5097,0
1956,Master,With_Partner,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,70,26,5,0,0,2,2,4981,0
1959,Graduation,With_Partner,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,67,60,5,0,0,1,2,4985,0
1974,PhD,With_Partner,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,20,4,1,0,3,2,4846,0
1987,Basic,Alone,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,39,59,7,1,0,0,0,4714,0
1968,PhD,With_Partner,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58,34,5,1,0,3,2,4853,0
1971,Basic,With_Partner,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,55,198,12,2,0,0,2,4671,0
1964,PhD,With_Partner,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,62,1048,28,1,0,3,2,4772,0
1962,Master,Alone,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,64,574,21,2,0,2,0,4670,0
1970,Graduation,Alone,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,56,1029,17,1,0,1,0,5092,0
1980,Graduation,With_Partner,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,46,670,20,1,0,1,2,4632,0
1974,Graduation,With_Partner,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,11,4,2,0,1,2,4475,0
1963,PhD,With_Partner,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,63,1241,21,1,1,3,2,5044,0
1979,Graduation,Alone,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,47,576,17,0,0,1,0,4615,0
1985,Basic,With_Partner,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,41,172,12,1,1,0,2,4815,0
1980,PhD,Alone,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,46,664,20,0,0,3,0,4625,0
1963,Graduation,Alone,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,63,928,23,1,0,1,0,4691,0
1967,Graduation,Alone,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,59,2074,30,0,0,1,0,5105,0
1982,Basic,With_Partner,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,44,467,15,0,0,0,2,4776,0
1955,Graduation,With_Partner,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,71,257,12,1,0,1,2,4685,0
1967,Graduation,With_Partner,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,59,1146,17,0,0,1,2,4629,0
1976,PhD,Alone,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,50,689,20,1,0,3,0,4916,0
1972,PhD,Alone,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,54,2114,22,0,0,3,0,5092,0
1982,PhD,With_Partner,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,44,1717,44,0,0,3,2,5131,0
1989,PhD,With_Partner,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,37,1346,21,0,2,3,2,4481,0
1969,PhD,With_Partner,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,57,1044,15,0,0,3,2,4709,0
1960,PhD,Alone,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,66,493,22,1,1,3,0,5070,0
1970,Graduation,Alone,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,56,957,13,0,0,1,0,4745,0
1958,Master,With_Partner,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,68,270,12,1,0,2,2,4789,0
1952,Basic,With_Partner,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,74,29,5,0,0,0,2,4676,0
1949,Master,Alone,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,77,121,9,2,0,2,0,4833,0
1961,Master,With_Partner,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,65,126,8,2,0,2,2,4775,0
1995,Graduation,Alone,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,31,23,4,0,0,1,0,4532,0
1949,PhD,Alone,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,77,57,8,2,0,3,0,4884,0
1961,Graduation,Alone,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,65,636,20,0,0,1,0,4675,0
1960,Graduation,With_Partner,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,66,1004,28,0,1,1,2,4518,0
1973,Graduation,Alone,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,53,734,20,1,0,1,0,4722,0
1978,Graduation,With_Partner,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,48,614,20,2,0,1,2,4546,0
1978,Graduation,Alone,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,48,1453,21,1,1,1,0,4575,0
1988,Master,Alone,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,38,1621,15,0,3,2,0,4498,0
1968,Master,Alone,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,58,187,12,1,0,2,0,4622,0
1970,PhD,Alone,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,56,57,6,1,0,3,0,4439,0
1951,Graduation,Alone,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,75,637,20,1,0,1,0,4882,0
1948,PhD,With_Partner,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,78,948,14,1,1,3,2,4657,0
1986,Graduation,With_Partner,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,18,4,1,0,1,2,4789,0
1965,Master,Alone,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,61,903,26,1,0,2,0,5053,0
1975,Graduation,Alone,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,51,112,8,1,0,1,0,4931,0
1953,Graduation,With_Partner,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,73,596,20,0,0,1,2,4848,0
1982,Graduation,With_Partner,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,44,233,13,1,0,1,2,4763,0
1975,PhD,With_Partner,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,51,1511,11,0,0,3,2,5006,0
1960,Basic,Alone,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,66,1152,17,0,1,0,0,5081,0
1978,Graduation,With_Partner,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,48,7,1,0,1,2,4940,0
1970,Graduation,Alone,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,56,1185,31,1,0,1,0,4892,0
1958,Graduation,Alone,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,68,21,4,2,0,1,0,4529,0
1965,Master,With_Partner,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,61,965,16,1,0,2,2,4994,0
1954,Graduation,With_Partner,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,72,869,21,0,0,1,2,4860,0
1984,PhD,With_Partner,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,42,16,6,1,0,3,2,4474,0
1965,Graduation,With_Partner,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,61,1947,16,0,0,1,2,4938,0
1976,Graduation,With_Partner,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,50,71,12,1,1,1,2,5134,0
1955,Graduation,With_Partner,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,71,1380,24,0,1,1,2,4655,0
1976,Master,Alone,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,50,1027,23,0,0,2,0,4592,0
